customer_id,Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10,Node11,Node12,Node13,Node14,Node15,customer_type,Node17,Node18,Node19,Node20,target_control,outcome
1767,Value4,Value1,Value1,Value3,Value4,Value4,Value2,Value3,Value2,Value3,Value3,Value1,Value4,Value4,Value4,sure_thing,Value3,Value4,Value4,Value4,control,positive
1768,Value4,Value2,Value1,Value2,Value4,Value2,Value1,Value1,Value1,Value1,Value4,Value1,Value1,Value2,Value1,persuadable,Value2,Value2,Value4,Value2,target,positive
1769,Value2,Value1,Value4,Value2,Value4,Value2,Value1,Value1,Value3,Value4,Value2,Value3,Value2,Value4,Value1,sure_thing,Value4,Value3,Value4,Value1,target,positive
1770,Value4,Value1,Value2,Value4,Value1,Value3,Value1,Value1,Value3,Value4,Value1,Value3,Value4,Value1,Value1,lost_cause,Value3,Value3,Value1,Value2,target,negative
1771,Value2,Value1,Value1,Value4,Value2,Value1,Value4,Value1,Value3,Value4,Value3,Value3,Value2,Value1,Value2,lost_cause,Value2,Value1,Value1,Value2,target,negative
1772,Value4,Value1,Value1,Value2,Value4,Value4,Value4,Value1,Value1,Value4,Value3,Value1,Value4,Value2,Value3,persuadable,Value4,Value2,Value2,Value4,control,negative
1773,Value2,Value1,Value2,Value4,Value2,Value1,Value4,Value3,Value3,Value2,Value3,Value2,Value2,Value2,Value2,sleeping_dog,Value1,Value2,Value3,Value4,target,negative
1774,Value1,Value2,Value1,Value2,Value3,Value2,Value1,Value1,Value1,Value1,Value2,Value3,Value2,Value3,Value1,sleeping_dog,Value4,Value3,Value3,Value3,control,positive
1775,Value2,Value2,Value1,Value4,Value4,Value2,Value4,Value3,Value2,Value4,Value1,Value1,Value1,Value2,Value1,sleeping_dog,Value2,Value1,Value1,Value2,control,positive
1776,Value4,Value1,Value1,Value2,Value3,Value3,Value4,Value1,Value1,Value3,Value2,Value2,Value3,Value2,Value2,sure_thing,Value1,Value2,Value2,Value1,control,positive
1777,Value1,Value2,Value3,Value2,Value3,Value1,Value2,Value2,Value4,Value3,Value1,Value1,Value2,Value1,Value1,sure_thing,Value2,Value2,Value3,Value1,control,positive
1778,Value2,Value3,Value2,Value2,Value1,Value4,Value1,Value3,Value4,Value1,Value2,Value1,Value2,Value4,Value1,sleeping_dog,Value1,Value4,Value1,Value1,target,negative
1779,Value2,Value1,Value2,Value2,Value2,Value1,Value4,Value3,Value3,Value4,Value3,Value1,Value2,Value3,Value3,lost_cause,Value4,Value1,Value1,Value2,target,negative
1780,Value2,Value1,Value1,Value2,Value1,Value3,Value3,Value1,Value1,Value3,Value3,Value2,Value2,Value4,Value2,lost_cause,Value4,Value1,Value2,Value3,control,negative
1781,Value1,Value3,Value1,Value2,Value4,Value2,Value2,Value4,Value2,Value3,Value1,Value4,Value3,Value2,Value1,sleeping_dog,Value4,Value4,Value4,Value4,control,positive
1782,Value2,Value1,Value1,Value2,Value4,Value4,Value1,Value2,Value4,Value3,Value3,Value2,Value3,Value4,Value1,sleeping_dog,Value2,Value1,Value3,Value1,target,negative
1783,Value3,Value1,Value1,Value2,Value2,Value1,Value2,Value2,Value1,Value3,Value2,Value4,Value4,Value4,Value3,sleeping_dog,Value1,Value4,Value4,Value2,target,negative
1784,Value4,Value3,Value4,Value2,Value1,Value4,Value4,Value3,Value2,Value4,Value3,Value1,Value3,Value4,Value4,persuadable,Value2,Value1,Value3,Value1,target,positive
1785,Value3,Value3,Value1,Value4,Value3,Value4,Value4,Value1,Value3,Value2,Value1,Value1,Value3,Value4,Value2,sure_thing,Value2,Value3,Value3,Value4,target,positive
1786,Value4,Value1,Value2,Value2,Value1,Value4,Value2,Value4,Value1,Value2,Value2,Value1,Value4,Value4,Value2,lost_cause,Value2,Value4,Value2,Value2,target,negative
1787,Value4,Value1,Value1,Value2,Value1,Value3,Value2,Value3,Value2,Value4,Value4,Value3,Value3,Value1,Value4,persuadable,Value1,Value2,Value1,Value4,target,positive
1788,Value3,Value1,Value1,Value2,Value1,Value2,Value2,Value4,Value2,Value1,Value4,Value2,Value1,Value2,Value1,sure_thing,Value2,Value3,Value2,Value3,control,positive
1789,Value2,Value1,Value1,Value4,Value4,Value2,Value4,Value3,Value2,Value3,Value4,Value2,Value4,Value3,Value4,sleeping_dog,Value1,Value4,Value1,Value4,target,negative
1790,Value3,Value3,Value1,Value3,Value4,Value2,Value4,Value4,Value1,Value4,Value3,Value1,Value2,Value1,Value4,persuadable,Value4,Value1,Value4,Value3,control,negative
1791,Value1,Value1,Value1,Value2,Value3,Value4,Value1,Value1,Value3,Value3,Value2,Value1,Value2,Value3,Value3,sure_thing,Value1,Value4,Value2,Value1,control,positive
1792,Value1,Value1,Value1,Value2,Value2,Value4,Value2,Value4,Value3,Value3,Value2,Value3,Value3,Value3,Value4,persuadable,Value3,Value2,Value4,Value1,target,positive
1793,Value4,Value3,Value3,Value2,Value4,Value2,Value2,Value2,Value1,Value2,Value3,Value2,Value1,Value1,Value4,sure_thing,Value2,Value2,Value3,Value2,target,positive
1794,Value3,Value1,Value2,Value2,Value1,Value2,Value4,Value2,Value4,Value3,Value2,Value1,Value1,Value2,Value1,persuadable,Value4,Value2,Value3,Value3,target,positive
1795,Value3,Value2,Value1,Value2,Value1,Value2,Value4,Value3,Value2,Value4,Value4,Value1,Value3,Value1,Value1,sleeping_dog,Value2,Value1,Value3,Value4,target,negative
1796,Value4,Value1,Value1,Value2,Value2,Value1,Value1,Value1,Value4,Value2,Value1,Value3,Value4,Value1,Value4,persuadable,Value1,Value4,Value1,Value4,target,positive
1797,Value2,Value1,Value2,Value4,Value4,Value2,Value4,Value3,Value3,Value2,Value3,Value1,Value4,Value2,Value1,sleeping_dog,Value1,Value4,Value1,Value4,target,negative
1798,Value2,Value1,Value1,Value2,Value1,Value2,Value2,Value2,Value3,Value2,Value2,Value1,Value3,Value3,Value4,persuadable,Value4,Value3,Value1,Value1,control,negative
1799,Value3,Value1,Value4,Value4,Value1,Value1,Value1,Value4,Value3,Value1,Value1,Value1,Value3,Value3,Value4,persuadable,Value1,Value1,Value4,Value4,target,positive
1800,Value2,Value3,Value2,Value2,Value2,Value4,Value2,Value4,Value4,Value3,Value1,Value3,Value2,Value3,Value3,lost_cause,Value4,Value1,Value2,Value1,control,negative
1801,Value4,Value2,Value2,Value3,Value2,Value1,Value4,Value4,Value2,Value4,Value1,Value1,Value4,Value2,Value4,sleeping_dog,Value1,Value3,Value3,Value2,control,positive
1802,Value2,Value3,Value4,Value2,Value1,Value4,Value2,Value3,Value4,Value2,Value2,Value3,Value4,Value4,Value1,sleeping_dog,Value1,Value3,Value2,Value2,target,negative
1803,Value1,Value3,Value2,Value2,Value1,Value4,Value4,Value4,Value3,Value3,Value3,Value2,Value4,Value2,Value4,sleeping_dog,Value3,Value1,Value1,Value1,control,positive
1804,Value1,Value1,Value4,Value2,Value1,Value4,Value2,Value3,Value3,Value1,Value1,Value1,Value4,Value3,Value4,sleeping_dog,Value1,Value3,Value2,Value4,target,negative
1805,Value4,Value3,Value1,Value2,Value2,Value1,Value2,Value2,Value2,Value3,Value4,Value1,Value1,Value2,Value2,persuadable,Value3,Value3,Value1,Value3,control,negative
1806,Value4,Value3,Value4,Value2,Value2,Value1,Value4,Value2,Value2,Value4,Value1,Value1,Value3,Value2,Value2,lost_cause,Value2,Value1,Value2,Value4,target,negative
1807,Value4,Value3,Value4,Value2,Value4,Value4,Value2,Value4,Value4,Value2,Value3,Value3,Value4,Value1,Value1,persuadable,Value1,Value3,Value1,Value4,target,positive
1808,Value4,Value1,Value1,Value2,Value3,Value4,Value1,Value1,Value2,Value1,Value2,Value2,Value3,Value3,Value3,sure_thing,Value1,Value2,Value4,Value3,control,positive
1809,Value4,Value2,Value1,Value2,Value4,Value2,Value2,Value3,Value2,Value2,Value1,Value1,Value1,Value3,Value1,persuadable,Value2,Value3,Value4,Value1,control,negative
1810,Value3,Value3,Value3,Value4,Value4,Value4,Value4,Value1,Value4,Value4,Value3,Value3,Value2,Value3,Value1,sleeping_dog,Value3,Value2,Value2,Value4,target,negative
1811,Value1,Value1,Value1,Value2,Value4,Value2,Value1,Value2,Value1,Value2,Value1,Value2,Value1,Value1,Value4,lost_cause,Value4,Value4,Value3,Value2,control,negative
1812,Value2,Value1,Value2,Value2,Value3,Value4,Value1,Value3,Value4,Value3,Value3,Value2,Value4,Value1,Value4,lost_cause,Value2,Value1,Value2,Value3,target,negative
1813,Value2,Value3,Value2,Value2,Value1,Value4,Value4,Value1,Value4,Value2,Value2,Value3,Value3,Value2,Value1,sure_thing,Value2,Value2,Value3,Value1,target,positive
1814,Value4,Value1,Value2,Value2,Value3,Value1,Value1,Value3,Value2,Value4,Value2,Value1,Value2,Value4,Value1,lost_cause,Value4,Value2,Value3,Value3,target,negative
1815,Value4,Value2,Value1,Value4,Value2,Value1,Value4,Value1,Value3,Value3,Value3,Value3,Value3,Value4,Value2,sure_thing,Value3,Value2,Value1,Value2,control,positive
1816,Value4,Value1,Value2,Value4,Value3,Value4,Value4,Value3,Value2,Value3,Value2,Value4,Value3,Value3,Value1,lost_cause,Value2,Value2,Value3,Value1,target,negative
1817,Value4,Value3,Value4,Value2,Value4,Value3,Value4,Value4,Value3,Value1,Value2,Value2,Value4,Value4,Value4,sleeping_dog,Value2,Value4,Value4,Value3,control,positive
1818,Value2,Value1,Value4,Value3,Value3,Value4,Value2,Value3,Value2,Value4,Value3,Value4,Value2,Value4,Value1,sleeping_dog,Value2,Value2,Value3,Value4,control,positive
1819,Value4,Value1,Value2,Value4,Value3,Value1,Value4,Value2,Value2,Value3,Value2,Value1,Value3,Value2,Value1,sleeping_dog,Value4,Value2,Value2,Value1,target,negative
1820,Value3,Value3,Value4,Value4,Value1,Value4,Value4,Value1,Value3,Value4,Value4,Value4,Value2,Value3,Value4,sleeping_dog,Value4,Value3,Value4,Value1,control,positive
1821,Value4,Value1,Value1,Value2,Value1,Value4,Value4,Value1,Value3,Value4,Value1,Value3,Value2,Value3,Value1,sure_thing,Value3,Value2,Value2,Value1,target,positive
1822,Value2,Value3,Value4,Value2,Value1,Value4,Value2,Value4,Value4,Value3,Value1,Value1,Value3,Value4,Value1,lost_cause,Value4,Value3,Value4,Value3,control,negative
1823,Value2,Value1,Value3,Value2,Value4,Value3,Value2,Value4,Value2,Value4,Value2,Value4,Value2,Value3,Value4,lost_cause,Value2,Value4,Value2,Value4,control,negative
1824,Value4,Value4,Value3,Value4,Value1,Value4,Value1,Value1,Value1,Value3,Value2,Value3,Value4,Value2,Value1,lost_cause,Value4,Value3,Value3,Value3,target,negative
1825,Value2,Value1,Value1,Value2,Value1,Value2,Value2,Value4,Value2,Value4,Value2,Value1,Value1,Value1,Value1,lost_cause,Value2,Value2,Value3,Value4,control,negative
1826,Value2,Value3,Value2,Value4,Value2,Value1,Value4,Value2,Value3,Value4,Value3,Value3,Value1,Value2,Value2,persuadable,Value3,Value2,Value3,Value2,target,positive
1827,Value4,Value1,Value2,Value2,Value4,Value1,Value2,Value4,Value2,Value3,Value1,Value3,Value3,Value2,Value4,sleeping_dog,Value2,Value4,Value4,Value4,target,negative
1828,Value4,Value1,Value1,Value3,Value2,Value4,Value4,Value1,Value1,Value2,Value1,Value3,Value2,Value2,Value3,persuadable,Value4,Value2,Value2,Value1,control,negative
1829,Value1,Value3,Value2,Value3,Value1,Value4,Value4,Value3,Value1,Value3,Value1,Value1,Value3,Value4,Value4,lost_cause,Value3,Value4,Value2,Value4,control,negative
1830,Value1,Value3,Value4,Value2,Value2,Value1,Value2,Value2,Value4,Value3,Value4,Value2,Value2,Value2,Value2,sure_thing,Value3,Value4,Value4,Value4,control,positive
1831,Value3,Value1,Value1,Value2,Value2,Value4,Value4,Value1,Value3,Value4,Value3,Value3,Value2,Value3,Value3,lost_cause,Value1,Value4,Value2,Value4,target,negative
1832,Value4,Value1,Value3,Value2,Value1,Value1,Value1,Value4,Value2,Value1,Value2,Value3,Value3,Value2,Value1,sleeping_dog,Value2,Value1,Value1,Value3,control,positive
1833,Value2,Value1,Value3,Value2,Value4,Value2,Value2,Value2,Value3,Value3,Value3,Value3,Value4,Value1,Value3,persuadable,Value4,Value4,Value3,Value3,control,negative
1834,Value4,Value1,Value2,Value2,Value2,Value2,Value1,Value3,Value4,Value4,Value1,Value3,Value1,Value4,Value2,sleeping_dog,Value3,Value2,Value3,Value4,control,positive
1835,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value2,Value1,Value1,Value3,Value1,Value3,Value3,sure_thing,Value4,Value3,Value4,Value1,control,positive
1836,Value4,Value1,Value3,Value2,Value3,Value4,Value2,Value1,Value3,Value3,Value3,Value1,Value4,Value4,Value1,lost_cause,Value2,Value2,Value2,Value4,target,negative
1837,Value4,Value3,Value4,Value3,Value2,Value1,Value2,Value4,Value3,Value3,Value3,Value3,Value2,Value2,Value2,sleeping_dog,Value4,Value4,Value3,Value4,target,negative
1838,Value2,Value1,Value2,Value2,Value1,Value2,Value4,Value2,Value4,Value1,Value2,Value4,Value4,Value3,Value2,persuadable,Value4,Value4,Value2,Value1,target,positive
1839,Value4,Value3,Value4,Value4,Value4,Value2,Value1,Value2,Value2,Value2,Value2,Value3,Value1,Value1,Value3,sure_thing,Value2,Value2,Value2,Value2,target,positive
1840,Value4,Value1,Value2,Value2,Value2,Value1,Value4,Value2,Value4,Value4,Value4,Value3,Value1,Value2,Value2,persuadable,Value4,Value3,Value2,Value3,target,positive
1841,Value3,Value1,Value2,Value2,Value4,Value3,Value4,Value3,Value2,Value4,Value3,Value4,Value4,Value1,Value4,sure_thing,Value3,Value2,Value1,Value4,target,positive
1842,Value4,Value1,Value2,Value4,Value2,Value2,Value1,Value1,Value4,Value3,Value3,Value1,Value2,Value1,Value4,persuadable,Value3,Value2,Value4,Value4,target,positive
1843,Value2,Value3,Value2,Value2,Value2,Value1,Value1,Value3,Value2,Value4,Value2,Value2,Value3,Value1,Value2,sleeping_dog,Value2,Value4,Value1,Value1,control,positive
1844,Value2,Value3,Value2,Value2,Value3,Value4,Value4,Value4,Value2,Value2,Value2,Value3,Value2,Value4,Value1,persuadable,Value2,Value2,Value2,Value3,control,negative
1845,Value4,Value3,Value2,Value2,Value1,Value4,Value2,Value4,Value4,Value1,Value1,Value1,Value3,Value3,Value1,lost_cause,Value4,Value1,Value4,Value4,control,negative
1846,Value2,Value1,Value4,Value2,Value2,Value1,Value2,Value2,Value3,Value4,Value3,Value4,Value4,Value1,Value3,sure_thing,Value1,Value3,Value4,Value4,target,positive
1847,Value1,Value1,Value2,Value2,Value3,Value2,Value2,Value4,Value1,Value3,Value1,Value2,Value1,Value3,Value1,persuadable,Value4,Value3,Value1,Value1,target,positive
1848,Value1,Value1,Value1,Value2,Value3,Value1,Value4,Value1,Value4,Value2,Value2,Value3,Value2,Value4,Value1,sure_thing,Value3,Value4,Value4,Value1,target,positive
1849,Value4,Value1,Value1,Value2,Value4,Value2,Value2,Value2,Value4,Value4,Value3,Value1,Value3,Value3,Value4,persuadable,Value1,Value4,Value1,Value4,target,positive
1850,Value2,Value1,Value1,Value2,Value1,Value4,Value4,Value1,Value1,Value4,Value1,Value3,Value1,Value4,Value1,sure_thing,Value1,Value3,Value1,Value1,target,positive
1851,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value3,Value3,Value1,Value1,Value3,Value2,Value2,sleeping_dog,Value2,Value1,Value3,Value4,control,positive
1852,Value2,Value1,Value1,Value2,Value2,Value1,Value2,Value2,Value4,Value3,Value3,Value2,Value3,Value3,Value2,persuadable,Value3,Value3,Value2,Value2,control,negative
1853,Value3,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value3,Value3,Value3,Value3,Value2,Value4,Value3,lost_cause,Value2,Value4,Value2,Value4,control,negative
1854,Value2,Value3,Value2,Value4,Value1,Value4,Value1,Value3,Value2,Value3,Value3,Value3,Value4,Value1,Value4,sleeping_dog,Value2,Value4,Value4,Value3,target,negative
1855,Value2,Value3,Value4,Value2,Value1,Value2,Value2,Value3,Value3,Value1,Value2,Value2,Value3,Value2,Value4,sleeping_dog,Value3,Value4,Value2,Value1,control,positive
1856,Value4,Value1,Value2,Value2,Value2,Value1,Value1,Value3,Value2,Value3,Value3,Value4,Value3,Value3,Value4,lost_cause,Value2,Value1,Value2,Value4,target,negative
1857,Value3,Value1,Value2,Value4,Value2,Value4,Value1,Value3,Value3,Value1,Value2,Value1,Value2,Value4,Value2,sure_thing,Value1,Value1,Value1,Value2,control,positive
1858,Value4,Value2,Value1,Value2,Value1,Value3,Value4,Value1,Value4,Value4,Value1,Value1,Value2,Value4,Value4,sure_thing,Value3,Value3,Value1,Value1,target,positive
1859,Value4,Value3,Value2,Value2,Value4,Value2,Value1,Value1,Value2,Value4,Value3,Value2,Value3,Value3,Value4,sleeping_dog,Value1,Value4,Value1,Value4,target,negative
1860,Value4,Value3,Value4,Value2,Value2,Value1,Value4,Value1,Value2,Value3,Value3,Value1,Value1,Value4,Value3,sure_thing,Value1,Value3,Value3,Value3,target,positive
1861,Value3,Value1,Value1,Value2,Value2,Value4,Value4,Value1,Value3,Value3,Value4,Value3,Value4,Value1,Value3,sure_thing,Value3,Value3,Value3,Value3,control,positive
1862,Value3,Value1,Value1,Value2,Value4,Value2,Value4,Value4,Value4,Value3,Value3,Value2,Value2,Value2,Value3,lost_cause,Value3,Value4,Value2,Value3,target,negative
1863,Value4,Value2,Value3,Value2,Value2,Value1,Value4,Value1,Value2,Value4,Value2,Value1,Value2,Value4,Value4,lost_cause,Value3,Value4,Value3,Value4,control,negative
1864,Value2,Value1,Value2,Value2,Value1,Value4,Value1,Value3,Value1,Value4,Value3,Value4,Value3,Value3,Value4,lost_cause,Value1,Value3,Value1,Value2,control,negative
1865,Value2,Value1,Value1,Value4,Value3,Value1,Value3,Value4,Value3,Value3,Value2,Value4,Value1,Value1,Value1,persuadable,Value4,Value3,Value2,Value2,control,negative
1866,Value1,Value3,Value2,Value2,Value4,Value3,Value2,Value4,Value3,Value3,Value4,Value1,Value2,Value3,Value4,sure_thing,Value3,Value2,Value1,Value2,control,positive
1867,Value4,Value3,Value2,Value2,Value2,Value1,Value2,Value4,Value2,Value2,Value1,Value3,Value2,Value2,Value2,lost_cause,Value4,Value3,Value3,Value1,target,negative
1868,Value4,Value1,Value2,Value2,Value3,Value1,Value2,Value4,Value2,Value2,Value2,Value4,Value2,Value4,Value2,sleeping_dog,Value1,Value2,Value3,Value1,control,positive
1869,Value3,Value2,Value1,Value2,Value4,Value4,Value1,Value2,Value3,Value3,Value2,Value1,Value3,Value2,Value4,sure_thing,Value4,Value3,Value4,Value1,control,positive
1870,Value4,Value1,Value3,Value2,Value4,Value4,Value4,Value1,Value2,Value2,Value1,Value4,Value1,Value1,Value2,persuadable,Value4,Value1,Value1,Value2,target,positive
1871,Value2,Value3,Value3,Value2,Value4,Value2,Value4,Value1,Value4,Value3,Value3,Value2,Value2,Value4,Value1,sure_thing,Value4,Value4,Value4,Value2,control,positive
1872,Value2,Value1,Value2,Value2,Value1,Value4,Value4,Value4,Value1,Value4,Value1,Value1,Value1,Value3,Value1,sure_thing,Value4,Value2,Value2,Value1,target,positive
1873,Value2,Value1,Value2,Value2,Value2,Value1,Value4,Value3,Value3,Value3,Value3,Value1,Value3,Value3,Value3,sleeping_dog,Value1,Value3,Value1,Value1,control,positive
1874,Value2,Value3,Value4,Value2,Value4,Value2,Value1,Value1,Value3,Value2,Value4,Value1,Value4,Value1,Value4,lost_cause,Value4,Value4,Value1,Value1,control,negative
1875,Value4,Value3,Value4,Value2,Value4,Value3,Value4,Value3,Value4,Value4,Value3,Value3,Value3,Value2,Value4,persuadable,Value4,Value4,Value2,Value1,target,positive
1876,Value2,Value1,Value1,Value4,Value1,Value4,Value4,Value1,Value1,Value2,Value1,Value2,Value3,Value4,Value4,lost_cause,Value4,Value2,Value3,Value1,control,negative
1877,Value4,Value3,Value3,Value2,Value2,Value3,Value4,Value1,Value4,Value1,Value1,Value4,Value2,Value2,Value2,sure_thing,Value4,Value2,Value4,Value1,control,positive
1878,Value2,Value1,Value2,Value4,Value1,Value4,Value4,Value3,Value4,Value4,Value4,Value2,Value2,Value3,Value1,lost_cause,Value4,Value2,Value1,Value1,control,negative
1879,Value3,Value1,Value2,Value2,Value1,Value2,Value2,Value4,Value1,Value3,Value1,Value2,Value2,Value3,Value1,sleeping_dog,Value1,Value2,Value3,Value1,target,negative
1880,Value4,Value1,Value4,Value2,Value2,Value4,Value2,Value2,Value1,Value3,Value1,Value2,Value2,Value2,Value2,persuadable,Value4,Value4,Value4,Value1,target,positive
1881,Value2,Value1,Value1,Value4,Value1,Value1,Value1,Value1,Value2,Value4,Value2,Value1,Value2,Value3,Value1,sleeping_dog,Value3,Value2,Value2,Value1,control,positive
1882,Value2,Value1,Value1,Value2,Value3,Value2,Value2,Value1,Value3,Value3,Value3,Value2,Value3,Value2,Value3,lost_cause,Value3,Value3,Value3,Value4,control,negative
1883,Value4,Value1,Value1,Value3,Value4,Value1,Value2,Value4,Value2,Value3,Value1,Value4,Value2,Value1,Value4,sleeping_dog,Value1,Value3,Value2,Value2,control,positive
1884,Value4,Value3,Value2,Value2,Value4,Value2,Value2,Value1,Value2,Value4,Value2,Value1,Value2,Value4,Value4,sleeping_dog,Value4,Value3,Value2,Value1,control,positive
1885,Value1,Value1,Value2,Value4,Value1,Value4,Value1,Value3,Value3,Value3,Value3,Value3,Value4,Value4,Value1,sure_thing,Value2,Value3,Value2,Value4,target,positive
1886,Value2,Value1,Value1,Value4,Value2,Value4,Value1,Value1,Value4,Value2,Value1,Value1,Value3,Value2,Value2,sure_thing,Value1,Value4,Value4,Value2,control,positive
1887,Value1,Value1,Value4,Value4,Value2,Value4,Value4,Value2,Value3,Value2,Value3,Value1,Value4,Value2,Value2,sure_thing,Value3,Value1,Value4,Value4,target,positive
1888,Value4,Value3,Value2,Value2,Value2,Value1,Value2,Value4,Value4,Value3,Value2,Value2,Value2,Value3,Value3,persuadable,Value4,Value2,Value4,Value1,target,positive
1889,Value3,Value1,Value1,Value3,Value1,Value4,Value4,Value1,Value3,Value4,Value2,Value3,Value4,Value4,Value1,lost_cause,Value1,Value3,Value1,Value3,control,negative
1890,Value4,Value1,Value1,Value4,Value3,Value3,Value4,Value1,Value3,Value3,Value1,Value2,Value4,Value3,Value3,sure_thing,Value4,Value4,Value3,Value2,target,positive
1891,Value1,Value1,Value1,Value3,Value3,Value1,Value4,Value1,Value4,Value3,Value1,Value2,Value3,Value4,Value1,sure_thing,Value3,Value2,Value2,Value4,target,positive
1892,Value4,Value2,Value1,Value2,Value4,Value3,Value4,Value2,Value2,Value3,Value4,Value3,Value4,Value4,Value4,sure_thing,Value3,Value3,Value4,Value2,control,positive
1893,Value4,Value3,Value4,Value2,Value4,Value1,Value4,Value3,Value2,Value2,Value4,Value3,Value3,Value1,Value3,persuadable,Value2,Value4,Value4,Value4,control,negative
1894,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value2,Value4,Value2,Value1,Value2,Value2,Value2,sure_thing,Value1,Value2,Value2,Value1,target,positive
1895,Value2,Value1,Value2,Value3,Value3,Value1,Value2,Value4,Value3,Value2,Value4,Value1,Value3,Value3,Value1,lost_cause,Value4,Value4,Value4,Value4,target,negative
1896,Value2,Value1,Value1,Value2,Value2,Value1,Value4,Value3,Value3,Value2,Value3,Value4,Value4,Value2,Value2,sleeping_dog,Value3,Value1,Value3,Value4,control,positive
1897,Value2,Value1,Value1,Value2,Value2,Value1,Value4,Value2,Value3,Value3,Value3,Value3,Value3,Value1,Value2,persuadable,Value1,Value4,Value2,Value1,control,negative
1898,Value2,Value1,Value1,Value3,Value2,Value2,Value3,Value3,Value2,Value3,Value2,Value3,Value2,Value4,Value2,sleeping_dog,Value3,Value4,Value1,Value1,target,negative
1899,Value2,Value3,Value4,Value2,Value3,Value4,Value2,Value3,Value4,Value4,Value1,Value3,Value2,Value1,Value1,sleeping_dog,Value4,Value4,Value1,Value1,control,positive
1900,Value4,Value3,Value1,Value3,Value2,Value1,Value1,Value2,Value3,Value3,Value1,Value1,Value2,Value1,Value1,sleeping_dog,Value4,Value2,Value3,Value1,target,negative
1901,Value4,Value1,Value1,Value3,Value1,Value2,Value4,Value1,Value4,Value3,Value4,Value1,Value2,Value3,Value4,lost_cause,Value2,Value2,Value3,Value1,control,negative
1902,Value4,Value1,Value1,Value2,Value1,Value2,Value4,Value1,Value1,Value3,Value2,Value3,Value3,Value2,Value1,sleeping_dog,Value1,Value3,Value4,Value1,control,positive
1903,Value3,Value3,Value4,Value2,Value2,Value1,Value2,Value3,Value1,Value3,Value2,Value2,Value2,Value4,Value2,sure_thing,Value1,Value4,Value4,Value1,control,positive
1904,Value4,Value3,Value2,Value3,Value4,Value2,Value2,Value4,Value4,Value3,Value3,Value1,Value3,Value3,Value4,sleeping_dog,Value3,Value4,Value4,Value2,target,negative
1905,Value2,Value1,Value4,Value2,Value1,Value4,Value1,Value1,Value4,Value1,Value1,Value2,Value2,Value1,Value1,sure_thing,Value1,Value1,Value1,Value1,target,positive
1906,Value2,Value2,Value1,Value4,Value2,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value3,Value4,persuadable,Value2,Value1,Value3,Value3,control,negative
1907,Value1,Value1,Value2,Value2,Value3,Value4,Value2,Value4,Value3,Value1,Value4,Value1,Value2,Value3,Value4,persuadable,Value3,Value4,Value1,Value1,control,negative
1908,Value2,Value3,Value4,Value2,Value4,Value2,Value4,Value3,Value3,Value4,Value3,Value4,Value3,Value4,Value1,sleeping_dog,Value2,Value2,Value4,Value3,control,positive
1909,Value2,Value1,Value1,Value2,Value1,Value3,Value4,Value1,Value2,Value4,Value4,Value1,Value4,Value2,Value1,lost_cause,Value3,Value4,Value1,Value3,control,negative
1910,Value4,Value2,Value4,Value4,Value2,Value1,Value1,Value4,Value2,Value2,Value3,Value3,Value2,Value4,Value2,lost_cause,Value2,Value4,Value2,Value4,target,negative
1911,Value1,Value1,Value2,Value2,Value3,Value2,Value2,Value3,Value1,Value4,Value2,Value1,Value2,Value4,Value1,persuadable,Value3,Value3,Value2,Value4,target,positive
1912,Value1,Value3,Value2,Value2,Value1,Value4,Value1,Value3,Value3,Value3,Value3,Value4,Value2,Value3,Value1,sure_thing,Value4,Value2,Value3,Value4,target,positive
1913,Value3,Value3,Value2,Value2,Value4,Value3,Value4,Value3,Value2,Value3,Value4,Value1,Value2,Value2,Value4,sure_thing,Value3,Value4,Value4,Value1,target,positive
1914,Value4,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value4,Value2,Value2,Value3,Value3,Value2,Value1,persuadable,Value1,Value4,Value1,Value3,control,negative
1915,Value2,Value1,Value2,Value2,Value3,Value3,Value2,Value4,Value3,Value1,Value3,Value3,Value2,Value3,Value1,lost_cause,Value3,Value4,Value2,Value4,target,negative
1916,Value4,Value3,Value2,Value4,Value2,Value1,Value1,Value4,Value4,Value2,Value3,Value3,Value3,Value4,Value1,persuadable,Value3,Value3,Value3,Value4,target,positive
1917,Value3,Value1,Value1,Value3,Value2,Value1,Value1,Value2,Value3,Value3,Value4,Value1,Value4,Value2,Value3,lost_cause,Value2,Value3,Value4,Value3,target,negative
1918,Value3,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value3,Value4,Value4,Value1,Value2,Value2,Value2,sleeping_dog,Value3,Value4,Value4,Value1,target,negative
1919,Value2,Value1,Value4,Value2,Value4,Value4,Value1,Value1,Value2,Value4,Value4,Value1,Value3,Value1,Value1,sure_thing,Value4,Value2,Value4,Value4,control,positive
